Entertainer	Routines	10	5|Juggler	PHB
Entertainer	Routines	10	6|Instrumentalist	PHB
Entertainer	Routines	10	7|Poet	PHB
Entertainer	Routines	10	8|Singer	PHB
Entertainer	Routines	10	9|Storyteller	PHB
Entertainer	Routines	10	10|Tumbler	PHB
Entertainer	Personality Trait	8	1|I know a story relevant to almost every situation.	PHB
Entertainer	Personality Trait	8	2|Whenever I come to a new place, I collect local rumors and spread gossip.	PHB
Entertainer	Personality Trait	8	3|I'm a hopeless romantic, always searching for that "special someone".	PHB
Entertainer	Personality Trait	8	4|Nobody stays angry at me or around me for long, since I can defuse any amount of tension.	PHB
Entertainer	Personality Trait	8	5|I love a good insult, even one directed at me.	PHB
Entertainer	Personality Trait	8	6|I get bitter if I'm not the center of attention.	PHB
Entertainer	Personality Trait	8	7|I'll settle for nothing less than perfection.	PHB
Entertainer	Personality Trait	8	8|I change my mood or my mind as quickly as I change key in a song.	PHB
Entertainer	Ideal	6	1|Beauty. When I perform, I make the world better than it was. (Good)	PHB
Entertainer	Ideal	6	2|Tradition. The stories, legends, and songs of the past must never be forgotten, for they teach us who we are. (Lawful)	PHB
Entertainer	Ideal	6	3|Creativity. The world is in need of new ideas and bold action. (Chaotic)	PHB
Entertainer	Ideal	6	4|Greed. I'm only in it for the money and fame. (Evil)	PHB
Entertainer	Ideal	6	5|People. I like seeing the smiles on people's faces when I perform. That's all that matters. (Neutral)	PHB
Entertainer	Ideal	6	6|Honesty. Art should reflect the soul; it should come from within and reveal who we really are. (Any)	PHB
Entertainer	Bond	6	1|My instrument is my most treasured possession, and it reminds me of someone I love.	PHB
Entertainer	Bond	6	2|Someone stole my precious instrument, and someday I'll get it back.	PHB
Entertainer	Bond	6	3|I want to be famous, whatever it takes.	PHB
Entertainer	Bond	6	4|I idolize a hero of the old tales and measure my deeds against that person's.	PHB
Entertainer	Bond	6	5|I will do anything to prove myself superior to my hated rival.	PHB
Entertainer	Bond	6	6|I would do anything for the other members of my old troupe.	PHB
Entertainer	Flaw	6	1|I'll do anything to win fame and renown.	PHB
Entertainer	Flaw	6	2|I'm a sucker for a pretty face.	PHB
Entertainer	Flaw	6	3|A scandal prevents me from ever going home again. That kind of trouble seems to follow me around.	PHB
Entertainer	Flaw	6	4|I once satirized a noble who still wants my head. It was a mistake that I will likely repeat.	PHB
Entertainer	Flaw	6	5|I have trouble keeping my true feelings hidden. My sharp tongue lands me in trouble.	PHB
Entertainer	Flaw	6	6|Despite my best efforts, I am unreliable to my friends.	PHB
Folk Hero	Defining Event	10	1|I stood up to a tyrant's agents.	PHB
Folk Hero	Defining Event	10	2|I saved people during a natural disaster.	PHB
Folk Hero	Defining Event	10	3|I stood alone against a terrible monster.	PHB
Folk Hero	Defining Event	10	4|I stole from a corrupt merchant to help the poor.	PHB
Folk Hero	Defining Event	10	5|I led a militia to fight of an invading army.	PHB
Folk Hero	Defining Event	10	6|I broke into a tyrant's castle and stole weapons to arm the people.	PHB
Folk Hero	Defining Event	10	7|I trained the peasantry to use farming implements as weapons against a tyrant's soldiers.	PHB
Folk Hero	Defining Event	10	8|A lord rescinded an unpopular decree after I led a symbolic act of protest against it.	PHB
Folk Hero	Defining Event	10	9|A celestial, fey, or similar creature gave me a blessing or revealed my secret origin.	PHB
Folk Hero	Defining Event	10	10|Recruited into a lord's army, I rose to leadership and was commended for my heroism.	PHB
Folk Hero	Personality Trait	8	1|I judge people by their actions, not their words.	PHB
Folk Hero	Personality Trait	8	2|If someone is in trouble, I'm always ready to lend help.	PHB
Folk Hero	Personality Trait	8	3|When I set my mind to something, I follow through no matter what gets in my way.	PHB
Folk Hero	Personality Trait	8	4|I have a strong sense of fair play and always try to find the most equitable solution to arguments.	PHB
Folk Hero	Personality Trait	8	5|I'm confident in my own abilities and do what I can to instill confidence in others.	PHB
Folk Hero	Personality Trait	8	6|Thinking is for other people. I prefer action.	PHB
Folk Hero	Personality Trait	8	7|I misuse long words in an attempt to sound smarter.	PHB
Folk Hero	Personality Trait	8	8|I get bored easily. When am I going to get on with my destiny?	PHB
Folk Hero	Ideal	6	1|Respect. People deserve to be treated with dignity and respect. (Good)	PHB
Folk Hero	Ideal	6	2|Fairness. No one should get preferential treatment before the law, and no one is above the law. (Lawful)	PHB
Folk Hero	Ideal	6	3|Freedom. Tyrants must not be allowed to oppress the people. (Chaotic)	PHB
Folk Hero	Ideal	6	4|Might. If I become strong, I can take what I want—what I deserve. (Evil)	PHB
Folk Hero	Ideal	6	5|Sincerity. There's no good in pretending to be something I'm not. (Neutral)	PHB
Folk Hero	Ideal	6	6|Destiny. Nothing and no one can steer me away from my higher calling. (Any)	PHB
Folk Hero	Bond	6	1|I have a family, but I have no idea where they are. One day, I hope to see them again.	PHB
Folk Hero	Bond	6	2|I worked the land, I love the land, and I will protect the land.	PHB
Folk Hero	Bond	6	3|A proud noble once gave me a horrible beating, and I will take my revenge on any bully I encounter.	PHB
Folk Hero	Bond	6	4|My tools are symbols of my past life, and I carry them so that I will never forget my roots.	PHB
Folk Hero	Bond	6	5|I protect those who cannot protect themselves.	PHB
Folk Hero	Bond	6	6|I wish my childhood sweetheart had come with me to pursue my destiny.	PHB
Folk Hero	Flaw	6	1|The tyrant who rules my land will stop at nothing to see me killed.	PHB
Folk Hero	Flaw	6	2|I'm convinced of the significance of my destiny, and blind to my shortcomings and the risk of failure.	PHB
Folk Hero	Flaw	6	3|The people who knew me when I was young know my shameful secret, so I can never go home again.	PHB
Folk Hero	Flaw	6	4|I have a weakness for the vices of the city, especially hard drink.	PHB
Folk Hero	Flaw	6	5|Secretly, I believe that things would be better if I were a tyrant lording over the land.	PHB
Folk Hero	Flaw	6	6|I have trouble trusting in my allies.	PHB
Guild Artisan	Guild Business	20	1|Alchemists and apothecaries	PHB
Guild Artisan	Guild Business	20	2|Armorers, locksmiths, and finesmiths	PHB
Guild Artisan	Guild Business	20	3|Brewers, distillers, and vintners	PHB
Guild Artisan	Guild Business	20	4|Calligraphers, scribes, and scriveners	PHB
Guild Artisan	Guild Business	20	5|Carpenters, roofers, and plasterers	PHB
Guild Artisan	Guild Business	20	6|Cartographers, surveyors, and chart-makers	PHB
Guild Artisan	Guild Business	20	7|Cobblers and shoemakers	PHB
Guild Artisan	Guild Business	20	8|Cooks and bakers	PHB
Guild Artisan	Guild Business	20	9|Glassblowers and glaziers	PHB
Guild Artisan	Guild Business	20	10|Jewelers and gemcutters	PHB
Guild Artisan	Guild Business	20	11|Leatherworkers, skinners, and tanners	PHB
Guild Artisan	Guild Business	20	12|Masons and stonecutters	PHB
Guild Artisan	Guild Business	20	13|Painters, limners, and sign-makers	PHB
Guild Artisan	Guild Business	20	14|Potters and tile-makers	PHB
Guild Artisan	Guild Business	20	15|Shipwrights and sail-makers	PHB
Guild Artisan	Guild Business	20	16|Smiths and metal-forgers	PHB
Guild Artisan	Guild Business	20	17|Tinkers, pewterers, and casters	PHB
Guild Artisan	Guild Business	20	18|Wagon-makers and wheelwrights	PHB
Guild Artisan	Guild Business	20	19|Weavers and dyers	PHB
Guild Artisan	Guild Business	20	20|Woodcarvers, coopers, and bowyers	PHB
Guild Artisan	Personality Trait	8	1|I believe that anything worth doing is worth doing right. I can't help it—I'm a perfectionist.	PHB
Guild Artisan	Personality Trait	8	2|I'm a snob who looks down on those who can't appreciate fine art.	PHB
Guild Artisan	Personality Trait	8	3|I always want to know how things work and what makes people tick.	PHB
Guild Artisan	Personality Trait	8	4|I'm full of witty aphorisms and have a proverb for every occasion.	PHB
Guild Artisan	Personality Trait	8	5|I'm rude to people who lack my commitment to hard work and fair play.	PHB
Guild Artisan	Personality Trait	8	6|I like to talk at length about my profession.	PHB
Guild Artisan	Personality Trait	8	7|I don't part with my money easily and will haggle tirelessly to get the best deal possible.	PHB
Guild Artisan	Personality Trait	8	8|I'm well known for my work, and I want to make sure everyone appreciates it. I'm always taken aback when people haven't heard of me.	PHB
Guild Artisan	Ideal	6	1|Community. It is the duty of all civilized people to strengthen the bonds of community and the security of civilization. (Lawful)	PHB
Guild Artisan	Ideal	6	2|Generosity. My talents were given to me so that I could use them to benefit the world. (Good)	PHB
Guild Artisan	Ideal	6	3|Freedom. Everyone should be free to pursue his or her own livelihood. (Chaotic)	PHB
Guild Artisan	Ideal	6	4|Greed. I'm only in it for the money. (Evil)	PHB
Guild Artisan	Ideal	6	5|People. I'm committed to the people I care about, not to ideals. (Neutral)	PHB
Guild Artisan	Ideal	6	6|Aspiration. I work hard to be the best there is at my craft. (Any)	PHB
Guild Artisan	Bond	6	1|The workshop where I learned my trade is the most important place in the world to me.	PHB
Guild Artisan	Bond	6	2|I created a great work for someone, and then found them unworthy to receive it. I'm still looking for someone worthy.	PHB
Guild Artisan	Bond	6	3|I owe my guild a great debt for forging me into the person I am today.	PHB
Guild Artisan	Bond	6	4|I pursue wealth to secure someone's love.	PHB
Guild Artisan	Bond	6	5|One day I will return to my guild and prove that I am the greatest artisan of them all.	PHB
Guild Artisan	Bond	6	6|I will get revenge on the evil forces that destroyed my place of business and ruined my livelihood.	PHB
Guild Artisan	Flaw	6	1|I'll do anything to get my hands on something rare or priceless.	PHB
Guild Artisan	Flaw	6	2|I'm quick to assume that someone is trying to cheat me.	PHB
Guild Artisan	Flaw	6	3|No one must ever learn that I once stole money from guild coffers.	PHB
Guild Artisan	Flaw	6	4|I'm never satisfied with what I have—I always want more.	PHB
Guild Artisan	Flaw	6	5|I would kill to acquire a noble title.	PHB
Guild Artisan	Flaw	6	6|I'm horribly jealous of anyone who can outshine my handiwork. Everywhere I go, I'm surrounded by rivals.	PHB
Hermit	Life of Seclusion	8	1|I was searching for spiritual enlightenment.	PHB
Hermit	Life of Seclusion	8	2|I was partaking of communal living in accordance with the dictates of a religious order.	PHB
Hermit	Life of Seclusion	8	3|I was exiled for a crime I didn't commit.	PHB
Hermit	Life of Seclusion	8	4|I retreated from society after a life-altering event.	PHB
Hermit	Life of Seclusion	8	5|I needed a quiet place to work on my art, literature, music, or manifesto.	PHB
Hermit	Life of Seclusion	8	6|I needed to commune with nature, far from civilization.	PHB
Hermit	Life of Seclusion	8	7|I was the caretaker of an ancient ruin or relic.	PHB
Hermit	Life of Seclusion	8	8|I was a pilgrim in search of a person, place, or relic of spiritual significance.	PHB
Hermit	Personality Trait	8	1|I've been isolated for so long that I rarely speak, preferring gestures and the occasional grunt.	PHB
Hermit	Personality Trait	8	2|I am utterly serene, even in the face of disaster.	PHB
Hermit	Personality Trait	8	3|The leader of my community had something wise to say on every topic, and I am eager to share that wisdom.	PHB
Hermit	Personality Trait	8	4|I feel tremendous empathy for all who suffer.	PHB
Hermit	Personality Trait	8	5|I'm oblivious to etiquette and social expectations.	PHB
Hermit	Personality Trait	8	6|I connect everything that happens to me to a grand, cosmic plan.	PHB
Hermit	Personality Trait	8	7|I often get lost in my own thoughts and contemplation, becoming oblivious to my surroundings.	PHB
Hermit	Personality Trait	8	8|I am working on a grand philosophical theory and love sharing my ideas.	PHB
Hermit	Ideal	6	1|Greater Good. My gifts are meant to be shared with all, not used for my own benefit. (Good)	PHB
Hermit	Ideal	6	2|Logic. Emotions must not cloud our sense of what is right and true, or our logical thinking. (Lawful)	PHB
Hermit	Ideal	6	3|Free Thinking. Inquiry and curiosity are the pillars of progress. (Chaotic)	PHB
Hermit	Ideal	6	4|Power. Solitude and contemplation are paths toward mystical or magical power. (Evil)	PHB
Hermit	Ideal	6	5|Live and Let Live. Meddling in the affairs of others only causes trouble. (Neutral)	PHB
Hermit	Ideal	6	6|Self-Knowledge. If you know yourself, there's nothing left to know. (Any)	PHB
Hermit	Bond	6	1|Nothing is more important than the other members of my hermitage, order, or association.	PHB
Hermit	Bond	6	2|I entered seclusion to hide from the ones who might still be hunting me. I must someday confront them.	PHB
Hermit	Bond	6	3|I'm still seeking the enlightenment I pursued in my seclusion, and it still eludes me.	PHB
Hermit	Bond	6	4|I entered seclusion because I loved someone I could not have.	PHB
Hermit	Bond	6	5|Should my discovery come to light, it could bring ruin to the world.	PHB
Hermit	Bond	6	6|My isolation gave me great insight into a great evil that only I can destroy.	PHB
Hermit	Flaw	6	1|Now that I've returned to the world, I enjoy its delights a little too much.	PHB
Hermit	Flaw	6	2|I harbor dark, bloodthirsty thoughts that my isolation and meditation failed to quell.	PHB
Hermit	Flaw	6	3|I am dogmatic in my thoughts and philosophy.	PHB
Hermit	Flaw	6	4|I let my need to win arguments overshadow friendships and harmony.	PHB
Hermit	Flaw	6	5|I'd risk too much to uncover a lost bit of knowledge.	PHB
Hermit	Flaw	6	6|I like keeping secrets and won't share them with anyone.	PHB
Noble	Personality Trait	8	1|My eloquent flattery makes everyone I talk to feel like the most wonderful and important person in the world.	PHB
Noble	Personality Trait	8	2|The common folk love me for my kindness and generosity.	PHB
Noble	Personality Trait	8	3|No one could doubt by looking at my regal bearing that I am a cut above the unwashed masses.	PHB
Noble	Personality Trait	8	4|I take great pains to always look my best and follow the latest fashions.	PHB
Noble	Personality Trait	8	5|I don't like to get my hands dirty, and I won't be caught dead in unsuitable accommodations.	PHB
Noble	Personality Trait	8	6|Despite my noble birth, I do not place myself above other folk. We all have the same blood.	PHB
Noble	Personality Trait	8	7|My favor, once lost, is lost forever.	PHB
Noble	Personality Trait	8	8|If you do me an injury, I will crush you, ruin your name, and salt your fields.	PHB
Noble	Ideal	6	1|Respect. Respect is due to me because of my position, but all people regardless of station deserve to be treated with dignity. (Good)	PHB
Noble	Ideal	6	2|Responsibility. It is my duty to respect the authority of those above me, just as those below me must respect mine. (Lawful)	PHB
Noble	Ideal	6	3|Independence. I must prove that I can handle myself without coddling from my family. (Chaotic)	PHB
Noble	Ideal	6	4|Power. If I can attain more power, no one will tell me what to do. (Evil)	PHB
Noble	Ideal	6	5|Family. Blood runs thicker than water. (Any)	PHB
Noble	Ideal	6	6|Noble Obligation. It is my duty to protect and care for the people beneath me. (Good)	PHB
Noble	Bond	6	1|I will face any challenge to win the approval of my family.	PHB
Noble	Bond	6	2|My house's alliance with another noble family must be sustained at all costs.	PHB
Noble	Bond	6	3|Nothing is more important than the other members of my family.	PHB
Noble	Bond	6	4|I am in love with the heir of a family that my family despises.	PHB
Noble	Bond	6	5|My loyalty to my sovereign is unwavering.	PHB
Noble	Bond	6	6|The common folk must see me as a hero of the people.	PHB
Noble	Flaw	6	1|I secretly believe that everyone is beneath me.	PHB
Noble	Flaw	6	2|I hide a truly scandalous secret that could ruin my family forever.	PHB
Noble	Flaw	6	3|I too often hear veiled insults and threats in every word addressed to me, and I'm quick to anger.	PHB
Noble	Flaw	6	4|I have an insatiable desire for carnal pleasures.	PHB
Noble	Flaw	6	5|In fact, the world does revolve around me.	PHB
Noble	Flaw	6	6|By my words and actions, I often bring shame to my family.	PHB
Outlander	Origin	10	1|Forester	PHB
Outlander	Origin	10	2|Trapper	PHB
Outlander	Origin	10	3|Homesteader	PHB
Outlander	Origin	10	4|Guide	PHB
Outlander	Origin	10	5|Exile or outcast	PHB
Outlander	Origin	10	6|Bounty hunter	PHB
Outlander	Origin	10	7|Pilgrim	PHB
Outlander	Origin	10	8|Tribal nomad	PHB
Outlander	Origin	10	9|Hunter-gatherer	PHB
Outlander	Origin	10	10|Tribal marauder	PHB
Outlander	Personality Trait	8	1|I'm driven by a wanderlust that led me away from home.	PHB
Outlander	Personality Trait	8	2|I watch over my friends as if they were a litter of newborn pups.	PHB
Outlander	Personality Trait	8	3|I once ran twenty-five miles without stopping to warn to my clan of an approaching orc horde. I'd do it again if I had to.	PHB
Outlander	Personality Trait	8	4|I have a lesson for every situation, drawn from observing nature.	PHB
Outlander	Personality Trait	8	5|I place no stock in wealthy or well-mannered folk. Money and manners won't save you from a hungry owlbear.	PHB
Outlander	Personality Trait	8	6|I'm always picking things up, absently fiddling with them, and sometimes accidentally breaking them.	PHB
Outlander	Personality Trait	8	7|I feel far more comfortable around animals than people.	PHB
Outlander	Personality Trait	8	8|I was, in fact, raised by wolves.	PHB
Outlander	Ideal	6	1|Change. Life is like the seasons, in constant change, and we must change with it. (Chaotic)	PHB
Outlander	Ideal	6	2|Greater Good. It is each person's responsibility to make the most happiness for the whole tribe. (Good)	PHB
Outlander	Ideal	6	3|Honor. If I dishonor myself, I dishonor my whole clan. (Lawful)	PHB
Outlander	Ideal	6	4|Might. The strongest are meant to rule. (Evil)	PHB
Outlander	Ideal	6	5|Nature. The natural world is more important than all the constructs of civilization. (Neutral)	PHB
Outlander	Ideal	6	6|Glory. I must earn glory in battle, for myself and my clan. (Any)	PHB
Outlander	Bond	6	1|My family, clan, or tribe is the most important thing in my life, even when they are far from me.	PHB
Outlander	Bond	6	2|An injury to the unspoiled wilderness of my home is an injury to me.	PHB
Outlander	Bond	6	3|I will bring terrible wrath down on the evildoers who destroyed my homeland.	PHB
Outlander	Bond	6	4|I am the last of my tribe, and it is up to me to ensure their names enter legend.	PHB
Outlander	Bond	6	5|I suffer awful visions of a coming disaster and will do anything to prevent it.	PHB
Outlander	Bond	6	6|It is my duty to provide children to sustain my tribe.	PHB
Outlander	Flaw	6	1|I am too enamored of ale, wine, and other intoxicants.	PHB
Outlander	Flaw	6	2|There's no room for caution in a life lived to the fullest.	PHB
Outlander	Flaw	6	3|I remember every insult I've received and nurse a silent resentment toward anyone who's ever wronged me.	PHB
Outlander	Flaw	6	4|I am slow to trust members of other races, tribes, and societies.	PHB
Outlander	Flaw	6	5|Violence is my answer to almost any challenge.	PHB
Outlander	Flaw	6	6|Don't expect me to save those who can't save themselves. It is nature's way that the strong thrive and the weak perish.	PHB
Sage	Field of Study	8	1|Alchemist	PHB
Sage	Field of Study	8	2|Astronomer	PHB
Sage	Field of Study	8	3|Discredited academic	PHB
Sage	Field of Study	8	4|Librarian	PHB
Sage	Field of Study	8	5|Professor	PHB
Sage	Field of Study	8	6|Researcher	PHB
Sage	Field of Study	8	7|Wizard's apprentice	PHB
Sage	Field of Study	8	8|Scribe	PHB
Sage	Personality Trait	8	1|I use polysyllabic words that convey the impression of great erudition.	PHB
Sage	Personality Trait	8	2|I've read every book in the world's greatest libraries—or I like to boast that I have.	PHB
Sage	Personality Trait	8	3|I'm used to helping out those who aren't as smart as I am, and I patiently explain anything and everything to others.	PHB
Sage	Personality Trait	8	4|There's nothing I like more than a good mystery.	PHB
Sage	Personality Trait	8	5|I'm willing to listen to every side of an argument before I make my own judgment.	PHB
Sage	Personality Trait	8	6|I... speak... slowly... when talking... to idiots,... which... almost... everyone... is... compared... to me.	PHB
Sage	Personality Trait	8	7|I am horribly, horribly awkward in social situations.	PHB
Sage	Personality Trait	8	8|I'm convinced that people are always trying to steal my secrets.	PHB
Sage	Ideal	6	1|Knowledge. The path to power and self-improvement is through knowledge. (Neutral)	PHB
Sage	Ideal	6	2|Beauty. What is beautiful points us beyond itself toward what is true. (Good)	PHB
Sage	Ideal	6	3|Logic. Emotions must not cloud our logical thinking. (Lawful)	PHB
Sage	Ideal	6	4|No Limits. Nothing should fetter the infinite possibility inherent in all existence. (Chaotic)	PHB
Sage	Ideal	6	5|Power. Knowledge is the path to power and domination. (Evil)	PHB
Sage	Ideal	6	6|Self-Improvement. The goal of a life of study is the betterment of oneself. (Any)	PHB
Sage	Bond	6	1|It is my duty to protect my students.	PHB
Sage	Bond	6	2|I have an ancient text that holds terrible secrets that must not fall into the wrong hands.	PHB
Sage	Bond	6	3|I work to preserve a library, university, scriptorium, or monastery.	PHB
Sage	Bond	6	4|My life's work is a series of tomes related to a specific field of lore.	PHB
Sage	Bond	6	5|I've been searching my whole life for the answer to a certain question.	PHB
Sage	Bond	6	6|I sold my soul for knowledge. I hope to do great deeds and win it back.	PHB
Sage	Flaw	6	1|I am easily distracted by the promise of information.	PHB
